task_id,difficulty,seed,condition,score,passed,simulator_score,human_score,predicted_failure,annotator_a_failure,annotator_b_failure
task_20,39.478,7,reflective,74.319,1,38.71,75.042,1,1,0
task_21,55.321,0,no_tutor,37.678,0,42.351,41.384,1,1,0
task_21,55.321,0,socratic,34.666,0,34.014,31.394,1,1,1
task_21,55.321,0,worked_example,37.825,0,31.25,37.329,1,0,1
task_21,55.321,0,hint_ladder,44.491,0,52.018,50.37,1,1,1
task_21,55.321,0,reflective,36.339,0,19.146,30.461,1,1,1
task_21,55.321,1,no_tutor,38.281,0,43.76,39.523,1,0,1
task_21,55.321,1,socratic,43.982,0,54.312,49.1,1,1,1
task_21,55.321,1,worked_example,52.676,0,54.959,49.272,1,1,1
task_21,55.321,1,hint_ladder,50.885,0,48.826,54.691,1,1,1
task_21,55.321,1,reflective,48.202,0,42.235,40.928,1,1,0
task_21,55.321,2,no_tutor,39.318,0,44.496,40.388,1,1,1
task_21,55.321,2,socratic,27.354,0,15.847,23.767,1,1,1
task_21,55.321,2,worked_example,36.475,0,35.043,36.786,1,1,1
task_21,55.321,2,hint_ladder,44.285,0,56.829,54.185,1,1,1
task_21,55.321,2,reflective,33.794,0,39.79,31.415,1,1,1
task_21,55.321,3,no_tutor,33.707,0,26.228,34.395,1,1,1
task_21,55.321,3,socratic,38.212,0,35.773,37.168,1,1,0
task_21,55.321,3,worked_example,37.226,0,7.63,31.209,1,1,1
task_21,55.321,3,hint_ladder,52.471,0,48.944,58.103,1,1,0
task_21,55.321,3,reflective,34.371,0,47.05,32.413,1,1,0
task_21,55.321,4,no_tutor,32.226,0,38.658,31.988,1,1,1
task_21,55.321,4,socratic,43.773,0,60.368,48.262,0,1,1
task_21,55.321,4,worked_example,47.804,0,46.686,44.16,1,1,1
task_21,55.321,4,hint_ladder,50.645,0,46.955,48.353,1,1,0
task_21,55.321,4,reflective,51.404,0,46.271,48.073,1,1,1
task_21,55.321,5,no_tutor,39.875,0,39.794,39.37,1,1,0
task_21,55.321,5,socratic,29.269,0,47.039,36.314,1,0,0
task_21,55.321,5,worked_example,39.988,0,54.476,34.442,1,1,1
task_21,55.321,5,hint_ladder,42.707,0,53.727,39.336,1,1,1
task_21,55.321,5,reflective,31.827,0,45.574,36.527,1,1,1
task_21,55.321,6,no_tutor,41.171,0,53.046,45.707,1,0,1
task_21,55.321,6,socratic,31.085,0,32.734,42.244,1,1,1
task_21,55.321,6,worked_example,41.805,0,28.807,50.68,1,0,1
task_21,55.321,6,hint_ladder,52.79,0,47.532,62.917,1,0,1
task_21,55.321,6,reflective,36.293,0,47.669,33.752,1,1,1
task_21,55.321,7,no_tutor,39.271,0,56.186,41.966,1,1,1
task_21,55.321,7,socratic,40.427,0,51.446,43.511,1,1,1
task_21,55.321,7,worked_example,40.693,0,37.931,35.88,1,1,1
task_21,55.321,7,hint_ladder,49.785,0,50.955,51.009,1,1,1
task_21,55.321,7,reflective,39.56,0,38.207,44.47,1,1,1
task_22,21.487,0,no_tutor,76.221,1,86.498,73.296,0,0,0
task_22,21.487,0,socratic,91.533,1,97.649,93.952,0,0,0
task_22,21.487,0,worked_example,83.832,1,69.823,79.586,0,0,0
task_22,21.487,0,hint_ladder,76.224,1,73.433,84.642,0,0,1
task_22,21.487,0,reflective,72.468,1,74.549,79.842,0,0,0
task_22,21.487,1,no_tutor,77.332,1,64.549,79.078,0,0,0
task_22,21.487,1,socratic,82.542,1,85.891,85.621,0,1,0
task_22,21.487,1,worked_example,82.476,1,78.458,83.19,0,0,0
task_22,21.487,1,hint_ladder,83.448,1,89.622,87.741,0,0,0
task_22,21.487,1,reflective,75.722,1,81.429,77.422,0,0,0
task_22,21.487,2,no_tutor,84.673,1,65.937,82.021,0,0,0
task_22,21.487,2,socratic,90.286,1,83.103,95.953,0,1,1
task_22,21.487,2,worked_example,85.596,1,84.638,86.128,0,1,0
task_22,21.487,2,hint_ladder,84.761,1,91.822,81.764,0,0,0
task_22,21.487,2,reflective,81.675,1,92.237,82.979,0,0,0
task_22,21.487,3,no_tutor,79.343,1,82.272,72.804,0,0,0
task_22,21.487,3,socratic,84.494,1,77.497,80.733,0,0,0
task_22,21.487,3,worked_example,87.884,1,72.45,85.415,0,0,0
task_22,21.487,3,hint_ladder,84.559,1,77.182,79.937,0,0,0
task_22,21.487,3,reflective,88.588,1,96.415,94.879,0,0,0
task_22,21.487,4,no_tutor,85.936,1,64.031,78.743,0,0,0
task_22,21.487,4,socratic,86.388,1,83.239,90.855,0,0,0
task_22,21.487,4,worked_example,78.792,1,74.575,75.568,0,0,0
task_22,21.487,4,hint_ladder,87.675,1,79.167,89.926,0,0,0
task_22,21.487,4,reflective,78.395,1,90.079,79.324,0,0,0
task_22,21.487,5,no_tutor,79.897,1,72.103,80.885,0,0,0
task_22,21.487,5,socratic,81.961,1,75.42,81.25,0,0,0
task_22,21.487,5,worked_example,78.506,1,73.14,78.586,0,0,0
task_22,21.487,5,hint_ladder,74.347,1,78.611,80.716,0,0,0
task_22,21.487,5,reflective,73.457,1,64.642,67.513,0,0,0
task_22,21.487,6,no_tutor,79.55,1,88.529,80.322,0,0,0
task_22,21.487,6,socratic,88.135,1,76.028,86.375,0,0,0
task_22,21.487,6,worked_example,81.174,1,72.152,83.796,0,0,1
task_22,21.487,6,hint_ladder,86.582,1,83.065,85.131,0,0,0
task_22,21.487,6,reflective,77.706,1,92.466,78.911,0,0,0
task_22,21.487,7,no_tutor,81.388,1,80.539,75.294,0,0,0
task_22,21.487,7,socratic,89.654,1,94.451,93.107,0,0,0
task_22,21.487,7,worked_example,81.372,1,82.094,82.203,0,0,1
task_22,21.487,7,hint_ladder,73.808,1,87.62,77.779,0,0,0
task_22,21.487,7,reflective,69.288,1,76.792,73.073,0,0,0
task_23,46.733,0,no_tutor,50.74,0,51.922,52.803,1,0,1
task_23,46.733,0,socratic,46.44,0,30.845,47.913,1,1,1
task_23,46.733,0,worked_example,39.195,0,51.249,44.319,1,1,1
task_23,46.733,0,hint_ladder,38.862,0,51.561,37.364,1,1,1
task_23,46.733,0,reflective,44.057,0,62.513,48.507,0,0,1
task_23,46.733,1,no_tutor,48.115,0,48.943,48.329,1,1,1
task_23,46.733,1,socratic,53.072,0,42.328,56.007,1,1,1
task_23,46.733,1,worked_example,49.621,0,57.317,52.75,1,1,1
task_23,46.733,1,hint_ladder,51.014,0,45.044,54.973,1,1,1
task_23,46.733,1,reflective,49.317,0,40.396,53.641,1,1,1
task_23,46.733,2,no_tutor,43.648,0,44.541,48.534,1,1,1
task_23,46.733,2,socratic,50.801,0,46.871,48.526,1,1,1
task_23,46.733,2,worked_example,37.459,0,43.568,33.289,1,1,1
task_23,46.733,2,hint_ladder,46.783,0,41.295,47.243,1,1,1
task_23,46.733,2,reflective,51.952,0,50.099,51.815,1,1,0
task_23,46.733,3,no_tutor,44.631,0,56.291,42.777,1,1,1
task_23,46.733,3,socratic,48.583,0,47.681,49.153,1,1,1
task_23,46.733,3,worked_example,45.219,0,27.295,33.576,1,1,1
task_23,46.733,3,hint_ladder,47.697,0,39.093,44.822,1,1,1
task_23,46.733,3,reflective,48.321,0,34.408,45.841,1,1,1
task_23,46.733,4,no_tutor,50.494,0,60.985,52.663,0,0,1
task_23,46.733,4,socratic,44.012,0,59.97,47.228,0,1,1
task_23,46.733,4,worked_example,45.14,0,36.353,33.143,1,1,1
task_23,46.733,4,hint_ladder,49.871,0,53.965,52.603,1,1,1
task_23,46.733,4,reflective,45.215,0,67.556,46.508,0,1,1
task_23,46.733,5,no_tutor,39.639,0,51.532,45.595,1,1,1
task_23,46.733,5,socratic,51.429,0,52.935,50.762,1,1,1
task_23,46.733,5,worked_example,41.439,0,58.959,43.217,0,1,1
task_23,46.733,5,hint_ladder,36.397,0,39.034,35.682,1,1,1
task_23,46.733,5,reflective,51.174,0,46.563,48.209,1,1,1
task_23,46.733,6,no_tutor,50.096,0,37.914,48.634,1,0,1
task_23,46.733,6,socratic,49.288,0,52.081,48.875,1,0,0
task_23,46.733,6,worked_example,49.896,0,46.407,52.825,1,1,1
task_23,46.733,6,hint_ladder,49.446,0,55.963,49.324,1,1,0
task_23,46.733,6,reflective,48.695,0,60.839,54.885,0,1,1
task_23,46.733,7,no_tutor,49.07,0,34.664,50.233,1,1,1
task_23,46.733,7,socratic,51.073,0,60.782,46.081,0,1,1
task_23,46.733,7,worked_example,37.9,0,51.226,40.428,1,1,1
task_23,46.733,7,hint_ladder,50.026,0,41.312,48.23,1,1,1
task_23,46.733,7,reflective,51.74,0,61.487,57.41,0,1,1
task_24,55.623,0,no_tutor,40.348,0,21.532,42.44,1,1,1
task_24,55.623,0,socratic,37.27,0,49.167,40.667,1,1,1
task_24,55.623,0,worked_example,40.404,0,48.988,37.058,1,1,1
task_24,55.623,0,hint_ladder,39.056,0,45.525,35.918,1,1,1
task_24,55.623,0,reflective,47.099,0,60.89,50.745,0,1,1
task_24,55.623,1,no_tutor,43.487,0,49.944,42.37,1,1,1
task_24,55.623,1,socratic,42.088,0,34.264,44.544,1,1,1
task_24,55.623,1,worked_example,47.459,0,51.646,55.827,1,0,1
task_24,55.623,1,hint_ladder,43.273,0,60.136,51.562,0,1,0
task_24,55.623,1,reflective,50.312,0,60.656,60.856,0,0,0
task_24,55.623,2,no_tutor,34.126,0,43.478,30.282,1,1,1
task_24,55.623,2,socratic,46.535,0,51,51.193,1,1,1
task_24,55.623,2,worked_example,32.756,0,52.277,37.68,1,1,1
task_24,55.623,2,hint_ladder,41.556,0,28.363,43.46,1,1,1
task_24,55.623,2,reflective,37.999,0,43.088,38.15,1,1,1
task_24,55.623,3,no_tutor,30.1,0,43.539,35.429,1,1,1
task_24,55.623,3,socratic,35.249,0,25.753,36.847,1,1,1
task_24,55.623,3,worked_example,44.638,0,34.104,44.381,1,1,1
task_24,55.623,3,hint_ladder,42.945,0,45.42,36.723,1,1,1
task_24,55.623,3,reflective,44.071,0,49.147,42.465,1,1,1
task_24,55.623,4,no_tutor,36.547,0,11.517,27.944,1,1,1
task_24,55.623,4,socratic,37.111,0,33.6,29.88,1,1,1
task_24,55.623,4,worked_example,40.274,0,35.368,40.483,1,1,1
task_24,55.623,4,hint_ladder,46.214,0,37.8,43.755,1,1,1
task_24,55.623,4,reflective,40.608,0,42.384,47.161,1,0,1
task_24,55.623,5,no_tutor,41.412,0,37.713,37.511,1,0,1
task_24,55.623,5,socratic,35.94,0,24.087,29.55,1,1,0
task_24,55.623,5,worked_example,36.746,0,38.543,36.814,1,1,0
task_24,55.623,5,hint_ladder,44.536,0,34.95,40.948,1,1,1
task_24,55.623,5,reflective,40.991,0,59.725,46.947,0,1,1
task_24,55.623,6,no_tutor,36.68,0,29.851,34.508,1,1,1
task_24,55.623,6,socratic,37.518,0,26.162,41.405,1,1,1
task_24,55.623,6,worked_example,35.662,0,32.635,37.757,1,1,1
task_24,55.623,6,hint_ladder,34.868,0,37.298,31.535,1,0,1
task_24,55.623,6,reflective,37.089,0,29.478,33.265,1,1,1
task_24,55.623,7,no_tutor,47.504,0,47.45,43.988,1,1,1
task_24,55.623,7,socratic,33.561,0,44.995,34.436,1,1,1
task_24,55.623,7,worked_example,35.669,0,46.345,35.015,1,1,0
task_24,55.623,7,hint_ladder,42.915,0,49.922,40.232,1,0,1
task_24,55.623,7,reflective,42.225,0,53.442,40.785,1,1,1
